user_id,community_type,community_id,community_size
user_0781,friend_circles,friend_circles_86,4
user_0782,friend_circles,friend_circles_86,4
user_0783,friend_circles,friend_circles_87,4
user_0784,friend_circles,friend_circles_87,4
user_0785,friend_circles,friend_circles_87,4
user_0786,friend_circles,friend_circles_87,4
user_0787,friend_circles,friend_circles_88,4
user_0788,friend_circles,friend_circles_88,4
user_0789,friend_circles,friend_circles_88,4
user_0790,friend_circles,friend_circles_88,4
user_0791,friend_circles,friend_circles_89,4
user_0792,friend_circles,friend_circles_89,4
user_0793,friend_circles,friend_circles_89,4
user_0794,friend_circles,friend_circles_89,4
user_0795,friend_circles,friend_circles_90,4
user_0796,friend_circles,friend_circles_90,4
user_0797,friend_circles,friend_circles_90,4
user_0798,friend_circles,friend_circles_90,4
user_0799,friend_circles,friend_circles_91,4
user_0800,friend_circles,friend_circles_91,4
user_0801,friend_circles,friend_circles_91,4
user_0802,friend_circles,friend_circles_91,4
user_0803,friend_circles,friend_circles_92,4
user_0804,friend_circles,friend_circles_92,4
user_0805,friend_circles,friend_circles_92,4
user_0806,friend_circles,friend_circles_92,4
user_0807,friend_circles,friend_circles_93,4
user_0808,friend_circles,friend_circles_93,4
user_0809,friend_circles,friend_circles_93,4
user_0810,friend_circles,friend_circles_93,4
user_0811,friend_circles,friend_circles_94,4
user_0812,friend_circles,friend_circles_94,4
user_0813,friend_circles,friend_circles_94,4
user_0814,friend_circles,friend_circles_94,4
user_0815,friend_circles,friend_circles_95,4
user_0816,friend_circles,friend_circles_95,4
user_0817,friend_circles,friend_circles_95,4
user_0818,friend_circles,friend_circles_95,4
user_0819,friend_circles,friend_circles_96,4
user_0820,friend_circles,friend_circles_96,4
user_0821,friend_circles,friend_circles_96,4
user_0822,friend_circles,friend_circles_96,4
user_0823,friend_circles,friend_circles_97,4
user_0824,friend_circles,friend_circles_97,4
user_0825,friend_circles,friend_circles_97,4
user_0826,friend_circles,friend_circles_97,4
user_0827,friend_circles,friend_circles_98,4
user_0828,friend_circles,friend_circles_98,4
user_0829,friend_circles,friend_circles_98,4
user_0830,friend_circles,friend_circles_98,4
user_0831,friend_circles,friend_circles_99,4
user_0832,friend_circles,friend_circles_99,4
user_0833,friend_circles,friend_circles_99,4
user_0834,friend_circles,friend_circles_99,4
user_0835,friend_circles,friend_circles_100,4
user_0836,friend_circles,friend_circles_100,4
user_0837,friend_circles,friend_circles_100,4
user_0838,friend_circles,friend_circles_100,4
user_0839,friend_circles,friend_circles_101,4
user_0840,friend_circles,friend_circles_101,4
user_0841,friend_circles,friend_circles_101,4
user_0842,friend_circles,friend_circles_101,4
user_0843,friend_circles,friend_circles_102,4
user_0844,friend_circles,friend_circles_102,4
user_0845,friend_circles,friend_circles_102,4
user_0846,friend_circles,friend_circles_102,4
user_0847,friend_circles,friend_circles_103,4
user_0848,friend_circles,friend_circles_103,4
user_0849,friend_circles,friend_circles_103,4
user_0850,friend_circles,friend_circles_103,4
user_0851,friend_circles,friend_circles_104,4
user_0852,friend_circles,friend_circles_104,4
user_0853,friend_circles,friend_circles_104,4
user_0854,friend_circles,friend_circles_104,4
user_0855,friend_circles,friend_circles_105,4
user_0856,friend_circles,friend_circles_105,4
user_0857,friend_circles,friend_circles_105,4
user_0858,friend_circles,friend_circles_105,4
user_0859,friend_circles,friend_circles_106,4
user_0860,friend_circles,friend_circles_106,4
user_0861,friend_circles,friend_circles_106,4
user_0862,friend_circles,friend_circles_106,4
user_0863,friend_circles,friend_circles_107,4
user_0864,friend_circles,friend_circles_107,4
user_0865,friend_circles,friend_circles_107,4
user_0866,friend_circles,friend_circles_107,4
user_0867,friend_circles,friend_circles_108,4
user_0868,friend_circles,friend_circles_108,4
user_0869,friend_circles,friend_circles_108,4
user_0870,friend_circles,friend_circles_108,4
user_0871,friend_circles,friend_circles_109,4
user_0872,friend_circles,friend_circles_109,4
user_0873,friend_circles,friend_circles_109,4
user_0874,friend_circles,friend_circles_109,4
user_0875,friend_circles,friend_circles_110,4
user_0876,friend_circles,friend_circles_110,4
user_0877,friend_circles,friend_circles_110,4
user_0878,friend_circles,friend_circles_110,4
user_0879,friend_circles,friend_circles_111,4
user_0880,friend_circles,friend_circles_111,4
user_0881,friend_circles,friend_circles_111,4
user_0882,friend_circles,friend_circles_111,4
user_0883,friend_circles,friend_circles_112,4
user_0884,friend_circles,friend_circles_112,4
user_0885,friend_circles,friend_circles_112,4
user_0886,friend_circles,friend_circles_112,4
user_0887,friend_circles,friend_circles_113,4
user_0888,friend_circles,friend_circles_113,4
user_0889,friend_circles,friend_circles_113,4
user_0890,friend_circles,friend_circles_113,4
user_0891,friend_circles,friend_circles_114,4
user_0892,friend_circles,friend_circles_114,4
user_0893,friend_circles,friend_circles_114,4
user_0894,friend_circles,friend_circles_114,4
user_0895,friend_circles,friend_circles_115,4
user_0896,friend_circles,friend_circles_115,4
user_0897,friend_circles,friend_circles_115,4
user_0898,friend_circles,friend_circles_115,4
user_0899,friend_circles,friend_circles_116,4
user_0900,friend_circles,friend_circles_116,4
user_0901,friend_circles,friend_circles_116,4
user_0902,friend_circles,friend_circles_116,4
user_0903,friend_circles,friend_circles_117,4
user_0904,friend_circles,friend_circles_117,4
user_0905,friend_circles,friend_circles_117,4
user_0906,friend_circles,friend_circles_117,4
user_0907,friend_circles,friend_circles_118,4
user_0908,friend_circles,friend_circles_118,4
user_0909,friend_circles,friend_circles_118,4
user_0910,friend_circles,friend_circles_118,4
user_0911,friend_circles,friend_circles_119,4
user_0912,friend_circles,friend_circles_119,4
user_0913,friend_circles,friend_circles_119,4
user_0914,friend_circles,friend_circles_119,4
user_0915,friend_circles,friend_circles_120,4
user_0916,friend_circles,friend_circles_120,4
user_0917,friend_circles,friend_circles_120,4
user_0918,friend_circles,friend_circles_120,4
user_0919,friend_circles,friend_circles_121,4
user_0920,friend_circles,friend_circles_121,4
user_0921,friend_circles,friend_circles_121,4
user_0922,friend_circles,friend_circles_121,4
user_0923,friend_circles,friend_circles_122,4
user_0924,friend_circles,friend_circles_122,4
user_0925,friend_circles,friend_circles_122,4
user_0926,friend_circles,friend_circles_122,4
user_0927,friend_circles,friend_circles_123,4
user_0928,friend_circles,friend_circles_123,4
user_0929,friend_circles,friend_circles_123,4
user_0930,friend_circles,friend_circles_123,4
user_0931,friend_circles,friend_circles_124,4
user_0932,friend_circles,friend_circles_124,4
user_0933,friend_circles,friend_circles_124,4
user_0934,friend_circles,friend_circles_124,4
user_0935,friend_circles,friend_circles_125,4
user_0936,friend_circles,friend_circles_125,4
user_0937,friend_circles,friend_circles_125,4
user_0938,friend_circles,friend_circles_125,4
user_0939,friend_circles,friend_circles_126,4
user_0940,friend_circles,friend_circles_126,4
user_0941,friend_circles,friend_circles_126,4
user_0942,friend_circles,friend_circles_126,4
user_0943,friend_circles,friend_circles_127,4
user_0944,friend_circles,friend_circles_127,4
user_0945,friend_circles,friend_circles_127,4
user_0946,friend_circles,friend_circles_127,4
user_0947,friend_circles,friend_circles_128,4
user_0948,friend_circles,friend_circles_128,4
user_0949,friend_circles,friend_circles_128,4
user_0950,friend_circles,friend_circles_128,4
user_0951,friend_circles,friend_circles_129,4
user_0952,friend_circles,friend_circles_129,4
user_0953,friend_circles,friend_circles_129,4
user_0954,friend_circles,friend_circles_129,4
user_0955,friend_circles,friend_circles_130,4
user_0956,friend_circles,friend_circles_130,4
user_0957,friend_circles,friend_circles_130,4
user_0958,friend_circles,friend_circles_130,4
user_0959,friend_circles,friend_circles_131,4
user_0960,friend_circles,friend_circles_131,4
user_0961,friend_circles,friend_circles_131,4
user_0962,friend_circles,friend_circles_131,4
user_0963,friend_circles,friend_circles_132,4
user_0964,friend_circles,friend_circles_132,4
user_0965,friend_circles,friend_circles_132,4
user_0966,friend_circles,friend_circles_132,4
user_0967,friend_circles,friend_circles_133,4
user_0968,friend_circles,friend_circles_133,4
user_0969,friend_circles,friend_circles_133,4
user_0970,friend_circles,friend_circles_133,4
user_0971,friend_circles,friend_circles_134,4
user_0972,friend_circles,friend_circles_134,4
user_0973,friend_circles,friend_circles_134,4
user_0974,friend_circles,friend_circles_134,4
user_0975,friend_circles,friend_circles_135,4
user_0976,friend_circles,friend_circles_135,4
user_0977,friend_circles,friend_circles_135,4
user_0978,friend_circles,friend_circles_135,4
user_0979,friend_circles,friend_circles_136,4
user_0980,friend_circles,friend_circles_136,4
user_0981,friend_circles,friend_circles_136,4
user_0982,friend_circles,friend_circles_136,4
user_0983,friend_circles,friend_circles_137,4
user_0984,friend_circles,friend_circles_137,4
user_0985,friend_circles,friend_circles_137,4
user_0986,friend_circles,friend_circles_137,4
user_0987,friend_circles,friend_circles_138,4
user_0988,friend_circles,friend_circles_138,4
user_0989,friend_circles,friend_circles_138,4
user_0990,friend_circles,friend_circles_138,4
user_0991,friend_circles,friend_circles_139,4
user_0992,friend_circles,friend_circles_139,4
user_0993,friend_circles,friend_circles_139,4
user_0994,friend_circles,friend_circles_139,4
user_0995,friend_circles,friend_circles_140,4
user_0996,friend_circles,friend_circles_140,4
user_0997,friend_circles,friend_circles_140,4
user_0998,friend_circles,friend_circles_140,4
